event_id,event_start_et,event_end_et,event_duration_minutes,hour_start_et,segment_start_et,segment_end_et,event_minutes_in_hour,modal_peak_frequency_hz,modal_peak_minutes,mean_rms_counts,max_rms_counts,mean_4_8_power_share_percent
H4-097,"Jul 27, 2026 1:30 PM EDT","Jul 27, 2026 1:49 PM EDT",19,"Jul 27, 2026 1:00 PM EDT","Jul 27, 2026 1:30 PM EDT","Jul 27, 2026 1:49 PM EDT",19,10.85,3,3428.898860420908,6184.771085539305,35.74342508268858
H4-098,"Jul 27, 2026 9:23 PM EDT","Jul 27, 2026 11:40 PM EDT",137,"Jul 27, 2026 9:00 PM EDT","Jul 27, 2026 9:23 PM EDT","Jul 27, 2026 10:00 PM EDT",37,10.85,6,2962.436811155885,3596.2645256172705,37.227409835842316
H4-098,"Jul 27, 2026 9:23 PM EDT","Jul 27, 2026 11:40 PM EDT",137,"Jul 27, 2026 10:00 PM EDT","Jul 27, 2026 10:00 PM EDT","Jul 27, 2026 11:00 PM EDT",60,5.75,9,2996.7692827388933,3306.634431095408,39.1313571007178
H4-098,"Jul 27, 2026 9:23 PM EDT","Jul 27, 2026 11:40 PM EDT",137,"Jul 27, 2026 11:00 PM EDT","Jul 27, 2026 11:00 PM EDT","Jul 27, 2026 11:40 PM EDT",40,10.95,5,3025.4148487479733,3475.461967622849,37.457323201024565
H4-099,"Aug 1, 2026 2:57 AM EDT","Aug 1, 2026 4:17 AM EDT",80,"Aug 1, 2026 2:00 AM EDT","Aug 1, 2026 2:57 AM EDT","Aug 1, 2026 3:00 AM EDT",3,5.95,1,2932.621035083621,2990.7903425638547,36.897200583361546
H4-099,"Aug 1, 2026 2:57 AM EDT","Aug 1, 2026 4:17 AM EDT",80,"Aug 1, 2026 3:00 AM EDT","Aug 1, 2026 3:00 AM EDT","Aug 1, 2026 4:00 AM EDT",60,10.95,8,2858.252723766362,3117.711775695163,38.1461590233753
H4-099,"Aug 1, 2026 2:57 AM EDT","Aug 1, 2026 4:17 AM EDT",80,"Aug 1, 2026 4:00 AM EDT","Aug 1, 2026 4:00 AM EDT","Aug 1, 2026 4:17 AM EDT",17,11.05,3,2858.6722303325246,2976.6055801857756,38.19145962037604
H4-100,"Aug 1, 2026 6:37 AM EDT","Aug 1, 2026 7:03 AM EDT",26,"Aug 1, 2026 6:00 AM EDT","Aug 1, 2026 6:37 AM EDT","Aug 1, 2026 7:00 AM EDT",23,5.15,3,2897.0180950059694,3372.90847527866,38.586668643993804
H4-100,"Aug 1, 2026 6:37 AM EDT","Aug 1, 2026 7:03 AM EDT",26,"Aug 1, 2026 7:00 AM EDT","Aug 1, 2026 7:00 AM EDT","Aug 1, 2026 7:03 AM EDT",3,5.25,2,2876.0692051514447,3027.0064188124147,37.26411706858947
H4-101,"Aug 1, 2026 10:24 AM EDT","Aug 1, 2026 10:53 AM EDT",29,"Aug 1, 2026 10:00 AM EDT","Aug 1, 2026 10:24 AM EDT","Aug 1, 2026 10:53 AM EDT",29,5.15,4,2880.2747500940427,3185.645618117841,37.56503431845593
H4-102,"Aug 1, 2026 12:14 PM EDT","Aug 1, 2026 12:29 PM EDT",15,"Aug 1, 2026 12:00 PM EDT","Aug 1, 2026 12:14 PM EDT","Aug 1, 2026 12:29 PM EDT",15,10.75,3,2893.91024905332,3154.526423424388,38.82497455105731
H4-103,"Aug 1, 2026 1:28 PM EDT","Aug 1, 2026 1:51 PM EDT",23,"Aug 1, 2026 1:00 PM EDT","Aug 1, 2026 1:28 PM EDT","Aug 1, 2026 1:51 PM EDT",23,10.75,4,3070.409335303979,3725.0904890066595,37.10259824906342
H4-104,"Aug 1, 2026 2:11 PM EDT","Aug 1, 2026 2:31 PM EDT",20,"Aug 1, 2026 2:00 PM EDT","Aug 1, 2026 2:11 PM EDT","Aug 1, 2026 2:31 PM EDT",20,10.95,5,2949.0089548349147,3154.1502423393404,37.18569937718668
H4-105,"Aug 1, 2026 5:36 PM EDT","Aug 1, 2026 6:23 PM EDT",47,"Aug 1, 2026 5:00 PM EDT","Aug 1, 2026 5:36 PM EDT","Aug 1, 2026 6:00 PM EDT",24,5.75,4,3001.3656827285795,3294.5719113868686,37.69038335427391
H4-105,"Aug 1, 2026 5:36 PM EDT","Aug 1, 2026 6:23 PM EDT",47,"Aug 1, 2026 6:00 PM EDT","Aug 1, 2026 6:00 PM EDT","Aug 1, 2026 6:23 PM EDT",23,5.65,3,3072.493336268138,4700.8982846366,38.04757699627931
H4-106,"Aug 1, 2026 7:39 PM EDT","Aug 1, 2026 8:15 PM EDT",36,"Aug 1, 2026 7:00 PM EDT","Aug 1, 2026 7:39 PM EDT","Aug 1, 2026 8:00 PM EDT",21,10.75,4,2996.4958182814635,3264.371327943042,37.32037171867956
H4-106,"Aug 1, 2026 7:39 PM EDT","Aug 1, 2026 8:15 PM EDT",36,"Aug 1, 2026 8:00 PM EDT","Aug 1, 2026 8:00 PM EDT","Aug 1, 2026 8:15 PM EDT",15,5.65,2,3089.324020647616,3321.9881699718417,39.06566551475778
H4-107,"Aug 2, 2026 1:39 AM EDT","Aug 2, 2026 2:01 AM EDT",22,"Aug 2, 2026 1:00 AM EDT","Aug 2, 2026 1:39 AM EDT","Aug 2, 2026 2:00 AM EDT",21,10.55,3,3173.060013079381,3703.9397394314524,36.54837671109706
H4-107,"Aug 2, 2026 1:39 AM EDT","Aug 2, 2026 2:01 AM EDT",22,"Aug 2, 2026 2:00 AM EDT","Aug 2, 2026 2:00 AM EDT","Aug 2, 2026 2:01 AM EDT",1,5.85,1,2903.2953280223905,2903.2953280223905,37.39401134360032
H4-108,"Aug 2, 2026 4:42 AM EDT","Aug 2, 2026 5:00 AM EDT",18,"Aug 2, 2026 4:00 AM EDT","Aug 2, 2026 4:42 AM EDT","Aug 2, 2026 5:00 AM EDT",18,10.95,3,3150.2917028250613,3698.508011533599,36.14327683117563
H4-109,"Aug 2, 2026 10:57 AM EDT","Aug 2, 2026 11:52 AM EDT",55,"Aug 2, 2026 10:00 AM EDT","Aug 2, 2026 10:57 AM EDT","Aug 2, 2026 11:00 AM EDT",3,0.65,2,3787.7650192252527,3837.398805329339,28.641162123216308
H4-109,"Aug 2, 2026 10:57 AM EDT","Aug 2, 2026 11:52 AM EDT",55,"Aug 2, 2026 11:00 AM EDT","Aug 2, 2026 11:00 AM EDT","Aug 2, 2026 11:52 AM EDT",52,0.55,14,3806.357019539177,4954.545108906931,32.342245184762085
H4-110,"Aug 3, 2026 2:14 AM EDT","Aug 3, 2026 3:15 AM EDT",61,"Aug 3, 2026 2:00 AM EDT","Aug 3, 2026 2:14 AM EDT","Aug 3, 2026 3:00 AM EDT",46,5.55,7,2677.8435723188522,4405.538232880877,38.46516400483987
H4-110,"Aug 3, 2026 2:14 AM EDT","Aug 3, 2026 3:15 AM EDT",61,"Aug 3, 2026 3:00 AM EDT","Aug 3, 2026 3:00 AM EDT","Aug 3, 2026 3:15 AM EDT",15,11.15,2,2672.9756548245214,3003.402721745214,37.72818540649656
H4-111,"Aug 3, 2026 9:13 AM EDT","Aug 3, 2026 9:30 AM EDT",17,"Aug 3, 2026 9:00 AM EDT","Aug 3, 2026 9:13 AM EDT","Aug 3, 2026 9:30 AM EDT",17,5.75,3,2994.1711903737273,3445.2539553942597,39.33773233162329
H4-112,"Aug 3, 2026 11:45 AM EDT","Aug 3, 2026 12:43 PM EDT",58,"Aug 3, 2026 11:00 AM EDT","Aug 3, 2026 11:45 AM EDT","Aug 3, 2026 12:00 PM EDT",15,11.75,3,3117.3832408033186,3395.7197686626664,37.25542443457808
H4-112,"Aug 3, 2026 11:45 AM EDT","Aug 3, 2026 12:43 PM EDT",58,"Aug 3, 2026 12:00 PM EDT","Aug 3, 2026 12:00 PM EDT","Aug 3, 2026 12:43 PM EDT",43,11.15,5,3017.1651356455873,3749.6327533616764,37.597425633845404
